case,split,original_processed_index,class_id,concentration
B_C12_source_C345_target,test,184,1,125.0
B_C12_source_C345_target,test,902,2,25.0
B_C12_source_C345_target,test,1066,2,75.0
B_C12_source_C345_target,test,1337,3,50.0
B_C12_source_C345_target,test,11,1,25.0
B_C12_source_C345_target,test,772,0,112.5
B_C12_source_C345_target,test,1445,3,125.0
B_C12_source_C345_target,test,1560,3,200.0
B_C12_source_C345_target,test,1115,2,87.5
B_C12_source_C345_target,test,893,2,25.0
B_C12_source_C345_target,test,594,0,62.5
B_C12_source_C345_target,test,205,1,125.0
B_C12_source_C345_target,test,1165,2,100.0
B_C12_source_C345_target,test,699,0,87.5
B_C12_source_C345_target,test,1365,3,75.0
B_C12_source_C345_target,test,216,1,150.0
B_C12_source_C345_target,test,1260,3,25.0
B_C12_source_C345_target,test,1668,3,250.0
B_C12_source_C345_target,test,535,0,37.5
B_C12_source_C345_target,test,207,1,125.0
B_C12_source_C345_target,test,1284,3,25.0
B_C12_source_C345_target,test,499,0,25.0
B_C12_source_C345_target,test,280,1,175.0
B_C12_source_C345_target,test,525,0,37.5
B_C12_source_C345_target,test,960,2,37.5
B_C12_source_C345_target,test,478,0,25.0
B_C12_source_C345_target,test,226,1,150.0
B_C12_source_C345_target,test,264,1,175.0
B_C12_source_C345_target,test,1619,3,225.0
B_C12_source_C345_target,test,635,0,75.0
B_C12_source_C345_target,test,1631,3,225.0
B_C12_source_C345_target,test,143,1,100.0
B_C12_source_C345_target,test,1463,3,125.0
B_C12_source_C345_target,test,1447,3,125.0
B_C12_source_C345_target,test,115,1,75.0
B_C12_source_C345_target,test,954,2,37.5
B_C12_source_C345_target,test,1040,2,62.5
B_C12_source_C345_target,test,452,0,12.5
B_C12_source_C345_target,test,973,2,50.0
B_C12_source_C345_target,test,1119,2,87.5
B_C12_source_C345_target,test,430,0,12.5
B_C12_source_C345_target,test,1379,3,75.0
B_C12_source_C345_target,test,385,1,250.0
B_C12_source_C345_target,test,1346,3,75.0
B_C12_source_C345_target,test,113,1,75.0
B_C12_source_C345_target,test,1160,2,100.0
B_C12_source_C345_target,test,1105,2,87.5
B_C12_source_C345_target,test,706,0,87.5
B_C12_source_C345_target,test,14,1,25.0
B_C12_source_C345_target,test,965,2,37.5
B_C12_source_C345_target,test,1518,3,175.0
B_C12_source_C345_target,test,337,1,225.0
B_C12_source_C345_target,test,1498,3,150.0
B_C12_source_C345_target,test,863,2,12.5
B_C12_source_C345_target,test,501,0,25.0
B_C12_source_C345_target,test,518,0,37.5
B_C12_source_C345_target,test,292,1,175.0
B_C12_source_C345_target,test,37,1,25.0
B_C12_source_C345_target,test,1055,2,75.0
B_C12_source_C345_target,test,1438,3,125.0
B_C12_source_C345_target,test,846,2,12.5
B_C12_source_C345_target,test,230,1,150.0
B_C12_source_C345_target,test,1614,3,225.0
B_C12_source_C345_target,test,1138,2,100.0
B_C12_source_C345_target,test,508,0,37.5
B_C12_source_C345_target,test,1449,3,125.0
B_C12_source_C345_target,test,1522,3,175.0
B_C12_source_C345_target,test,977,2,50.0
B_C12_source_C345_target,test,950,2,37.5
B_C12_source_C345_target,test,1353,3,75.0
B_C12_source_C345_target,test,305,1,200.0
B_C12_source_C345_target,test,944,2,37.5
B_C12_source_C345_target,test,402,1,250.0
B_C12_source_C345_target,test,1009,2,62.5
B_C12_source_C345_target,test,1077,2,75.0
B_C12_source_C345_target,test,38,1,25.0
B_C12_source_C345_target,test,1410,3,100.0
B_C12_source_C345_target,test,106,1,75.0
B_C12_source_C345_target,test,634,0,75.0
B_C12_source_C345_target,test,751,0,100.0
B_C12_source_C345_target,test,368,1,225.0
B_C12_source_C345_target,test,757,0,112.5
B_C12_source_C345_target,test,148,1,100.0
B_C12_source_C345_target,test,1248,2,125.0
B_C12_source_C345_target,test,957,2,37.5
B_C12_source_C345_target,test,1642,3,250.0
B_C12_source_C345_target,test,1065,2,75.0
B_C12_source_C345_target,test,618,0,62.5
B_C12_source_C345_target,test,1441,3,125.0
B_C12_source_C345_target,test,1016,2,62.5
B_C12_source_C345_target,test,1641,3,250.0
B_C12_source_C345_target,test,1106,2,87.5
B_C12_source_C345_target,test,20,1,25.0
B_C12_source_C345_target,test,705,0,87.5
B_C12_source_C345_target,test,186,1,125.0
B_C12_source_C345_target,test,562,0,50.0
B_C12_source_C345_target,test,53,1,50.0
B_C12_source_C345_target,test,506,0,37.5
B_C12_source_C345_target,test,1561,3,200.0
B_C12_source_C345_target,test,903,2,25.0
B_C12_source_C345_target,test,43,1,50.0
B_C12_source_C345_target,test,1512,3,175.0
B_C12_source_C345_target,test,1107,2,87.5
B_C12_source_C345_target,test,1264,3,25.0
B_C12_source_C345_target,test,1567,3,200.0
B_C12_source_C345_target,test,421,0,12.5
B_C12_source_C345_target,test,1060,2,75.0
B_C12_source_C345_target,test,1166,2,100.0
B_C12_source_C345_target,test,870,2,12.5
B_C12_source_C345_target,test,1131,2,87.5
B_C12_source_C345_target,test,1234,2,125.0
B_C12_source_C345_target,test,1269,3,25.0
B_C12_source_C345_target,test,683,0,87.5
B_C12_source_C345_target,test,4,1,25.0
B_C12_source_C345_target,test,1331,3,50.0
B_C12_source_C345_target,test,803,0,125.0
B_C12_source_C345_target,test,1588,3,200.0
B_C12_source_C345_target,test,528,0,37.5
B_C12_source_C345_target,test,1180,2,112.5
B_C12_source_C345_target,test,912,2,25.0
B_C12_source_C345_target,test,140,1,100.0
B_C12_source_C345_target,test,289,1,175.0
B_C12_source_C345_target,test,780,0,112.5
B_C12_source_C345_target,test,434,0,12.5
B_C12_source_C345_target,test,510,0,37.5
B_C12_source_C345_target,test,1521,3,175.0
B_C12_source_C345_target,test,389,1,250.0
B_C12_source_C345_target,test,1096,2,87.5
B_C12_source_C345_target,test,448,0,12.5
B_C12_source_C345_target,test,91,1,75.0
B_C12_source_C345_target,test,1362,3,75.0
B_C12_source_C345_target,test,1414,3,100.0
B_C12_source_C345_target,test,214,1,150.0
B_C12_source_C345_target,test,1223,2,125.0
B_C12_source_C345_target,test,1494,3,150.0
B_C12_source_C345_target,test,521,0,37.5
B_C12_source_C345_target,test,1161,2,100.0
B_C12_source_C345_target,test,165,1,100.0
B_C12_source_C345_target,test,497,0,25.0
B_C12_source_C345_target,test,1440,3,125.0
B_C12_source_C345_target,test,96,1,75.0
B_C12_source_C345_target,test,810,0,125.0
B_C12_source_C345_target,test,1504,3,150.0
B_C12_source_C345_target,test,509,0,37.5
B_C12_source_C345_target,test,942,2,37.5
B_C12_source_C345_target,test,897,2,25.0
B_C12_source_C345_target,test,608,0,62.5
B_C12_source_C345_target,test,1242,2,125.0
B_C12_source_C345_target,test,1027,2,62.5
B_C12_source_C345_target,test,638,0,75.0
B_C12_source_C345_target,test,621,0,62.5
B_C12_source_C345_target,test,476,0,25.0
B_C12_source_C345_target,test,1479,3,150.0
B_C12_source_C345_target,test,1256,2,125.0
B_C12_source_C345_target,test,679,0,87.5
B_C12_source_C345_target,test,690,0,87.5
B_C12_source_C345_target,test,927,2,37.5
B_C12_source_C345_target,test,578,0,50.0
B_C12_source_C345_target,test,746,0,100.0
B_C12_source_C345_target,test,943,2,37.5
B_C12_source_C345_target,test,570,0,50.0
B_C12_source_C345_target,test,1415,3,100.0
B_C12_source_C345_target,test,619,0,62.5
B_C12_source_C345_target,test,1010,2,62.5
B_C12_source_C345_target,test,258,1,175.0
B_C12_source_C345_target,test,31,1,25.0
B_C12_source_C345_target,test,586,0,50.0
B_C12_source_C345_target,test,1360,3,75.0
B_C12_source_C345_target,test,1210,2,112.5
B_C12_source_C345_target,test,992,2,50.0
B_C12_source_C345_target,test,10,1,25.0
B_C12_source_C345_target,test,1547,3,175.0
B_C12_source_C345_target,test,882,2,25.0
B_C12_source_C345_target,test,294,1,200.0
B_C12_source_C345_target,test,1501,3,150.0
B_C12_source_C345_target,test,1298,3,25.0
B_C12_source_C345_target,test,1481,3,150.0
B_C12_source_C345_target,test,209,1,125.0
B_C12_source_C345_target,test,1231,2,125.0
B_C12_source_C345_target,test,357,1,225.0
B_C12_source_C345_target,test,1006,2,50.0
B_C12_source_C345_target,test,1177,2,112.5
B_C12_source_C345_target,test,233,1,150.0
B_C12_source_C345_target,test,1633,3,225.0
B_C12_source_C345_target,test,481,0,25.0
B_C12_source_C345_target,test,120,1,75.0
B_C12_source_C345_target,test,748,0,100.0
B_C12_source_C345_target,test,1483,3,150.0
B_C12_source_C345_target,test,376,1,225.0
B_C12_source_C345_target,test,1283,3,25.0
B_C12_source_C345_target,test,930,2,37.5
B_C12_source_C345_target,test,558,0,50.0
B_C12_source_C345_target,test,128,1,100.0
B_C12_source_C345_target,test,611,0,62.5
B_C12_source_C345_target,test,1462,3,125.0
B_C12_source_C345_target,test,1533,3,175.0
B_C12_source_C345_target,test,406,1,250.0
B_C12_source_C345_target,test,823,0,125.0
B_C12_source_C345_target,test,654,0,75.0
B_C12_source_C345_target,test,1192,2,112.5
B_C12_source_C345_target,test,1366,3,75.0
B_C12_source_C345_target,test,455,0,12.5
B_C12_source_C345_target,test,1206,2,112.5
B_C12_source_C345_target,test,1306,3,50.0
B_C12_source_C345_target,test,610,0,62.5
B_C12_source_C345_target,test,152,1,100.0
B_C12_source_C345_target,test,1350,3,75.0
B_C12_source_C345_target,test,1259,2,125.0
B_C12_source_C345_target,test,345,1,225.0
B_C12_source_C345_target,test,951,2,37.5
B_C12_source_C345_target,test,1608,3,225.0
B_C12_source_C345_target,test,108,1,75.0
B_C12_source_C345_target,test,1430,3,125.0
B_C12_source_C345_target,test,488,0,25.0
B_C12_source_C345_target,test,839,0,125.0
B_C12_source_C345_target,test,894,2,25.0
B_C12_source_C345_target,test,614,0,62.5
B_C12_source_C345_target,test,842,2,12.5
B_C12_source_C345_target,test,732,0,100.0
B_C12_source_C345_target,test,249,1,150.0
B_C12_source_C345_target,test,77,1,50.0
B_C12_source_C345_target,test,888,2,25.0
B_C12_source_C345_target,test,47,1,50.0
B_C12_source_C345_target,test,773,0,112.5
B_C12_source_C345_target,test,1453,3,125.0
B_C12_source_C345_target,test,665,0,75.0
B_C12_source_C345_target,test,161,1,100.0
B_C12_source_C345_target,test,1195,2,112.5
B_C12_source_C345_target,test,1422,3,100.0
B_C12_source_C345_target,test,512,0,37.5
B_C12_source_C345_target,test,855,2,12.5
B_C12_source_C345_target,test,413,1,250.0
B_C12_source_C345_target,test,1154,2,100.0
B_C12_source_C345_target,test,1395,3,100.0
B_C12_source_C345_target,test,722,0,100.0
B_C12_source_C345_target,test,980,2,50.0
B_C12_source_C345_target,test,589,0,62.5
B_C12_source_C345_target,test,678,0,87.5
B_C12_source_C345_target,test,1218,2,125.0
B_C12_source_C345_target,test,251,1,150.0
B_C12_source_C345_target,test,1226,2,125.0
B_C12_source_C345_target,test,1278,3,25.0
B_C12_source_C345_target,test,934,2,37.5
B_C12_source_C345_target,test,514,0,37.5
B_C12_source_C345_target,test,575,0,50.0
B_C12_source_C345_target,test,49,1,50.0
B_C12_source_C345_target,test,1134,2,100.0
B_C12_source_C345_target,test,1326,3,50.0
B_C12_source_C345_target,test,661,0,75.0
B_C12_source_C345_target,test,720,0,100.0
B_C12_source_C345_target,test,293,1,175.0
B_C12_source_C345_target,test,652,0,75.0
B_C12_source_C345_target,test,218,1,150.0
B_C12_source_C345_target,test,622,0,62.5
B_C12_source_C345_target,test,13,1,25.0
B_C12_source_C345_target,test,1604,3,225.0
B_C12_source_C345_target,test,167,1,100.0
B_C12_source_C345_target,test,1546,3,175.0
B_C12_source_C345_target,test,869,2,12.5
B_C12_source_C345_target,test,1341,3,50.0
B_C12_source_C345_target,test,1538,3,175.0
B_C12_source_C345_target,test,1082,2,75.0
B_C12_source_C345_target,test,40,1,25.0
B_C12_source_C345_target,test,263,1,175.0
B_C12_source_C345_target,test,18,1,25.0
B_C12_source_C345_target,test,1116,2,87.5
B_C12_source_C345_target,test,806,0,125.0
B_C12_source_C345_target,test,626,0,62.5
B_C12_source_C345_target,test,331,1,200.0
B_C12_source_C345_target,test,1275,3,25.0
B_C12_source_C345_target,test,318,1,200.0
B_C12_source_C345_target,test,1454,3,125.0
B_C12_source_C345_target,test,133,1,100.0
B_C12_source_C345_target,test,1612,3,225.0
B_C12_source_C345_target,test,546,0,50.0
B_C12_source_C345_target,test,1074,2,75.0
B_C12_source_C345_target,test,759,0,112.5
B_C12_source_C345_target,test,275,1,175.0
B_C12_source_C345_target,test,580,0,50.0
B_C12_source_C345_target,test,1358,3,75.0
B_C12_source_C345_target,test,1126,2,87.5
B_C12_source_C345_target,test,56,1,50.0
B_C12_source_C345_target,test,764,0,112.5
B_C12_source_C345_target,test,239,1,150.0
B_C12_source_C345_target,test,658,0,75.0
B_C12_source_C345_target,test,1339,3,50.0
B_C12_source_C345_target,test,1291,3,25.0
B_C12_source_C345_target,test,441,0,12.5
B_C12_source_C345_target,test,572,0,50.0
B_C12_source_C345_target,test,666,0,75.0
B_C12_source_C345_target,test,850,2,12.5
B_C12_source_C345_target,test,78,1,50.0
B_C12_source_C345_target,test,330,1,200.0
B_C12_source_C345_target,test,1432,3,125.0
B_C12_source_C345_target,test,821,0,125.0
B_C12_source_C345_target,test,1023,2,62.5
B_C12_source_C345_target,test,1446,3,125.0
B_C12_source_C345_target,test,1578,3,200.0
B_C12_source_C345_target,test,244,1,150.0
B_C12_source_C345_target,test,296,1,200.0
B_C12_source_C345_target,test,1372,3,75.0
B_C12_source_C345_target,test,250,1,150.0
B_C12_source_C345_target,test,440,0,12.5
B_C12_source_C345_target,test,1045,2,62.5
B_C12_source_C345_target,test,995,2,50.0
B_C12_source_C345_target,test,814,0,125.0
B_C12_source_C345_target,test,94,1,75.0
B_C12_source_C345_target,test,73,1,50.0
B_C12_source_C345_target,test,1535,3,175.0
B_C12_source_C345_target,test,109,1,75.0
B_C12_source_C345_target,test,711,0,87.5
B_C12_source_C345_target,test,700,0,87.5
B_C12_source_C345_target,test,1281,3,25.0
B_C12_source_C345_target,test,917,2,25.0
B_C12_source_C345_target,test,121,1,75.0
B_C12_source_C345_target,test,1031,2,62.5
B_C12_source_C345_target,test,1063,2,75.0
B_C12_source_C345_target,test,1677,3,250.0
B_C12_source_C345_target,test,1011,2,62.5
B_C12_source_C345_target,test,1245,2,125.0
B_C12_source_C345_target,test,976,2,50.0
B_C12_source_C345_target,test,1110,2,87.5
B_C12_source_C345_target,test,891,2,25.0
B_C12_source_C345_target,test,269,1,175.0
B_C12_source_C345_target,test,932,2,37.5
B_C12_source_C345_target,test,933,2,37.5
B_C12_source_C345_target,test,363,1,225.0
B_C12_source_C345_target,test,761,0,112.5
B_C12_source_C345_target,test,921,2,25.0
B_C12_source_C345_target,test,1182,2,112.5
B_C12_source_C345_target,test,848,2,12.5
B_C12_source_C345_target,test,790,0,112.5
B_C12_source_C345_target,test,172,1,125.0
B_C12_source_C345_target,test,417,1,250.0
B_C12_source_C345_target,test,642,0,75.0
B_C12_source_C345_target,test,1526,3,175.0
B_C12_source_C345_target,test,1102,2,87.5
B_C12_source_C345_target,test,1562,3,200.0
B_C12_source_C345_target,test,1228,2,125.0
B_C12_source_C345_target,test,135,1,100.0
B_C12_source_C345_target,test,475,0,25.0
B_C12_source_C345_target,test,281,1,175.0
B_C12_source_C345_target,test,1347,3,75.0
B_C12_source_C345_target,test,26,1,25.0
B_C12_source_C345_target,test,797,0,112.5
B_C12_source_C345_target,test,12,1,25.0
B_C12_source_C345_target,test,507,0,37.5
B_C12_source_C345_target,test,923,2,25.0
B_C12_source_C345_target,test,466,0,25.0
B_C12_source_C345_target,test,1305,3,50.0
B_C12_source_C345_target,test,1137,2,100.0
B_C12_source_C345_target,test,1061,2,75.0
B_C12_source_C345_target,test,1262,3,25.0
B_C12_source_C345_target,test,188,1,125.0
B_C12_source_C345_target,test,325,1,200.0
B_C12_source_C345_target,test,52,1,50.0
B_C12_source_C345_target,test,145,1,100.0
B_C12_source_C345_target,test,1509,3,150.0
B_C12_source_C345_target,test,1357,3,75.0
B_C12_source_C345_target,test,1405,3,100.0
B_C12_source_C345_target,test,81,1,50.0
B_C12_source_C345_target,test,431,0,12.5
B_C12_source_C345_target,test,1219,2,125.0
B_C12_source_C345_target,test,1070,2,75.0
B_C12_source_C345_target,test,1037,2,62.5
B_C12_source_C345_target,test,1569,3,200.0
B_C12_source_C345_target,test,952,2,37.5
B_C12_source_C345_target,test,1655,3,250.0
B_C12_source_C345_target,test,372,1,225.0
B_C12_source_C345_target,test,1555,3,200.0
B_C12_source_C345_target,test,1044,2,62.5
B_C12_source_C345_target,test,1029,2,62.5
B_C12_source_C345_target,test,1544,3,175.0
B_C12_source_C345_target,test,601,0,62.5
B_C12_source_C345_target,test,866,2,12.5
B_C12_source_C345_target,test,453,0,12.5
B_C12_source_C345_target,test,1587,3,200.0
B_C12_source_C345_target,test,1639,3,250.0
B_C12_source_C345_target,test,320,1,200.0
B_C12_source_C345_target,test,688,0,87.5
B_C12_source_C345_target,test,809,0,125.0
B_C12_source_C345_target,test,675,0,87.5
B_C12_source_C345_target,test,17,1,25.0
B_C12_source_C345_target,test,787,0,112.5
B_C12_source_C345_target,test,883,2,25.0
B_C12_source_C345_target,test,191,1,125.0
B_C12_source_C345_target,test,565,0,50.0
B_C12_source_C345_target,test,1572,3,200.0
B_C12_source_C345_target,test,771,0,112.5
B_C12_source_C345_target,test,710,0,87.5
B_C12_source_C345_target,test,968,2,50.0
B_C12_source_C345_target,test,261,1,175.0
B_C12_source_C345_target,test,146,1,100.0
B_C12_source_C345_target,test,228,1,150.0
B_C12_source_C345_target,test,899,2,25.0
B_C12_source_C345_target,test,828,0,125.0
B_C12_source_C345_target,test,719,0,100.0
B_C12_source_C345_target,test,856,2,12.5
B_C12_source_C345_target,test,727,0,100.0
B_C12_source_C345_target,test,967,2,50.0
B_C12_source_C345_target,test,989,2,50.0
B_C12_source_C345_target,test,34,1,25.0
B_C12_source_C345_target,test,881,2,12.5
B_C12_source_C345_target,test,651,0,75.0
B_C12_source_C345_target,test,620,0,62.5
B_C12_source_C345_target,test,1553,3,175.0
B_C12_source_C345_target,test,949,2,37.5
B_C12_source_C345_target,test,1186,2,112.5
B_C12_source_C345_target,test,1224,2,125.0
B_C12_source_C345_target,test,1194,2,112.5
B_C12_source_C345_target,test,220,1,150.0
B_C12_source_C345_target,test,1104,2,87.5
B_C12_source_C345_target,test,1630,3,225.0
B_C12_source_C345_target,test,177,1,125.0
B_C12_source_C345_target,test,1417,3,100.0
B_C12_source_C345_target,test,240,1,150.0
B_C12_source_C345_target,test,1153,2,100.0
B_C12_source_C345_target,test,947,2,37.5
B_C12_source_C345_target,test,812,0,125.0
B_C12_source_C345_target,test,712,0,87.5
B_C12_source_C345_target,test,1191,2,112.5
B_C12_source_C345_target,test,138,1,100.0
B_C12_source_C345_target,test,114,1,75.0
B_C12_source_C345_target,test,1434,3,125.0
B_C12_source_C345_target,test,48,1,50.0
B_C12_source_C345_target,test,898,2,25.0
B_C12_source_C345_target,test,1667,3,250.0
B_C12_source_C345_target,test,234,1,150.0
B_C12_source_C345_target,test,1342,3,50.0
B_C12_source_C345_target,test,593,0,62.5
B_C12_source_C345_target,test,807,0,125.0
B_C12_source_C345_target,test,1088,2,75.0
B_C12_source_C345_target,test,326,1,200.0
B_C12_source_C345_target,test,1505,3,150.0
B_C12_source_C345_target,test,472,0,25.0
B_C12_source_C345_target,test,975,2,50.0
B_C12_source_C345_target,test,868,2,12.5
B_C12_source_C345_target,test,1274,3,25.0
B_C12_source_C345_target,test,910,2,25.0
B_C12_source_C345_target,test,1416,3,100.0
B_C12_source_C345_target,test,323,1,200.0
B_C12_source_C345_target,test,956,2,37.5
B_C12_source_C345_target,test,101,1,75.0
B_C12_source_C345_target,test,473,0,25.0
B_C12_source_C345_target,test,343,1,225.0
B_C12_source_C345_target,test,1128,2,87.5
B_C12_source_C345_target,test,192,1,125.0
B_C12_source_C345_target,test,1108,2,87.5
B_C12_source_C345_target,test,1261,3,25.0
B_C12_source_C345_target,test,708,0,87.5
B_C12_source_C345_target,test,387,1,250.0
B_C12_source_C345_target,test,503,0,25.0
B_C12_source_C345_target,test,582,0,50.0
B_C12_source_C345_target,test,786,0,112.5
B_C12_source_C345_target,test,1295,3,25.0
B_C12_source_C345_target,test,1093,2,87.5
B_C12_source_C345_target,test,504,0,37.5
B_C12_source_C345_target,test,1635,3,225.0
B_C12_source_C345_target,test,1640,3,250.0
B_C12_source_C345_target,test,69,1,50.0
B_C12_source_C345_target,test,643,0,75.0
B_C12_source_C345_target,test,1293,3,25.0
B_C12_source_C345_target,test,560,0,50.0
B_C12_source_C345_target,test,396,1,250.0
B_C12_source_C345_target,test,22,1,25.0
B_C12_source_C345_target,test,738,0,100.0
B_C12_source_C345_target,test,1265,3,25.0
B_C12_source_C345_target,test,1590,3,200.0
B_C12_source_C345_target,test,784,0,112.5
B_C12_source_C345_target,test,1087,2,75.0
B_C12_source_C345_target,test,119,1,75.0
B_C12_source_C345_target,test,1638,3,250.0
B_C12_source_C345_target,test,1369,3,75.0
B_C12_source_C345_target,test,1090,2,75.0
B_C12_source_C345_target,test,691,0,87.5
B_C12_source_C345_target,test,485,0,25.0
B_C12_source_C345_target,test,474,0,25.0
B_C12_source_C345_target,test,1080,2,75.0
B_C12_source_C345_target,test,95,1,75.0
B_C12_source_C345_target,test,715,0,100.0
B_C12_source_C345_target,test,695,0,87.5
B_C12_source_C345_target,test,321,1,200.0
B_C12_source_C345_target,test,362,1,225.0
B_C12_source_C345_target,test,356,1,225.0
B_C12_source_C345_target,test,317,1,200.0
B_C12_source_C345_target,test,1089,2,75.0
B_C12_source_C345_target,test,568,0,50.0
B_C12_source_C345_target,test,99,1,75.0
B_C12_source_C345_target,test,1157,2,100.0
B_C12_source_C345_target,test,552,0,50.0
B_C12_source_C345_target,test,443,0,12.5
B_C12_source_C345_target,test,1315,3,50.0
B_C12_source_C345_target,test,110,1,75.0
B_C12_source_C345_target,test,381,1,250.0
B_C12_source_C345_target,test,1202,2,112.5
B_C12_source_C345_target,test,671,0,75.0
B_C12_source_C345_target,test,697,0,87.5
B_C12_source_C345_target,test,1002,2,50.0
B_C12_source_C345_target,test,182,1,125.0
B_C12_source_C345_target,test,392,1,250.0
B_C12_source_C345_target,test,248,1,150.0
B_C12_source_C345_target,test,664,0,75.0
B_C12_source_C345_target,test,491,0,25.0
B_C12_source_C345_target,test,1507,3,150.0
B_C12_source_C345_target,test,1491,3,150.0
B_C12_source_C345_target,test,295,1,200.0
B_C12_source_C345_target,test,640,0,75.0
B_C12_source_C345_target,test,1545,3,175.0
B_C12_source_C345_target,test,1418,3,100.0
B_C12_source_C345_target,test,1232,2,125.0
B_C12_source_C345_target,test,946,2,37.5
B_C12_source_C345_target,test,698,0,87.5
B_C12_source_C345_target,test,649,0,75.0
B_C12_source_C345_target,test,1643,3,250.0
B_C12_source_C345_target,test,1465,3,125.0
B_C12_source_C345_target,test,926,2,37.5
B_C12_source_C345_target,test,1336,3,50.0
B_C12_source_C345_target,test,526,0,37.5
B_C12_source_C345_target,test,1307,3,50.0
B_C12_source_C345_target,test,348,1,225.0
B_C12_source_C345_target,test,1583,3,200.0
B_C12_source_C345_target,test,1005,2,50.0
B_C12_source_C345_target,test,319,1,200.0
B_C12_source_C345_target,test,901,2,25.0
B_C12_source_C345_target,test,382,1,250.0
B_C12_source_C345_target,test,853,2,12.5
B_C12_source_C345_target,test,648,0,75.0
B_C12_source_C345_target,test,769,0,112.5
B_C12_source_C345_target,test,1296,3,25.0
B_C12_source_C345_target,test,857,2,12.5
B_C12_source_C345_target,test,1049,2,62.5
B_C12_source_C345_target,test,144,1,100.0
B_C12_source_C345_target,test,1382,3,75.0
B_C12_source_C345_target,test,632,0,75.0
B_C12_source_C345_target,test,1448,3,125.0
B_C12_source_C345_target,test,617,0,62.5
B_C12_source_C345_target,test,1389,3,100.0
B_C12_source_C345_target,test,953,2,37.5
B_C12_source_C345_target,test,232,1,150.0
B_C12_source_C345_target,test,243,1,150.0
B_C12_source_C345_target,test,284,1,175.0
B_C12_source_C345_target,test,1008,2,62.5
B_C12_source_C345_target,test,71,1,50.0
B_C12_source_C345_target,test,358,1,225.0
B_C12_source_C345_target,test,490,0,25.0
B_C12_source_C345_target,test,384,1,250.0
B_C12_source_C345_target,test,623,0,62.5
B_C12_source_C345_target,test,66,1,50.0
B_C12_source_C345_target,test,1676,3,250.0
B_C12_source_C345_target,test,181,1,125.0
B_C12_source_C345_target,test,154,1,100.0
B_C12_source_C345_target,test,1279,3,25.0
B_C12_source_C345_target,test,533,0,37.5
B_C12_source_C345_target,test,1584,3,200.0
B_C12_source_C345_target,test,1452,3,125.0
B_C12_source_C345_target,test,1139,2,100.0
B_C12_source_C345_target,test,329,1,200.0
B_C12_source_C345_target,test,159,1,100.0
B_C12_source_C345_target,test,668,0,75.0
B_C12_source_C345_target,test,1656,3,250.0
B_C12_source_C345_target,test,1003,2,50.0
B_C12_source_C345_target,test,1525,3,175.0
B_C12_source_C345_target,test,254,1,175.0
B_C12_source_C345_target,test,1241,2,125.0
B_C12_source_C345_target,test,427,0,12.5
B_C12_source_C345_target,test,353,1,225.0
B_C12_source_C345_target,test,170,1,125.0
B_C12_source_C345_target,test,59,1,50.0
B_C12_source_C345_target,test,1419,3,100.0
B_C12_source_C345_target,test,196,1,125.0
B_C12_source_C345_target,test,1461,3,125.0
B_C12_source_C345_target,test,849,2,12.5
B_C12_source_C345_target,test,1474,3,150.0
B_C12_source_C345_target,test,609,0,62.5
B_C12_source_C345_target,test,1542,3,175.0
B_C12_source_C345_target,test,802,0,125.0
B_C12_source_C345_target,test,1502,3,150.0
B_C12_source_C345_target,test,1564,3,200.0
B_C12_source_C345_target,test,142,1,100.0
B_C12_source_C345_target,test,1549,3,175.0
B_C12_source_C345_target,test,1204,2,112.5
B_C12_source_C345_target,test,915,2,25.0
B_C12_source_C345_target,test,217,1,150.0
B_C12_source_C345_target,test,306,1,200.0
B_C12_source_C345_target,test,227,1,150.0
B_C12_source_C345_target,test,854,2,12.5
B_C12_source_C345_target,test,997,2,50.0
B_C12_source_C345_target,test,409,1,250.0
B_C12_source_C345_target,test,1233,2,125.0
B_C12_source_C345_target,test,1148,2,100.0
B_C12_source_C345_target,test,1313,3,50.0
B_C12_source_C345_target,test,176,1,125.0
B_C12_source_C345_target,test,1500,3,150.0
B_C12_source_C345_target,test,1401,3,100.0
B_C12_source_C345_target,test,61,1,50.0
B_C12_source_C345_target,test,817,0,125.0
B_C12_source_C345_target,test,365,1,225.0
B_C12_source_C345_target,test,1158,2,100.0
B_C12_source_C345_target,test,1420,3,100.0
B_C12_source_C345_target,test,1019,2,62.5
B_C12_source_C345_target,test,0,1,25.0
B_C12_source_C345_target,test,424,0,12.5
B_C12_source_C345_target,test,1492,3,150.0
B_C12_source_C345_target,test,1013,2,62.5
B_C12_source_C345_target,test,831,0,125.0
B_C12_source_C345_target,test,1508,3,150.0
B_C12_source_C345_target,test,725,0,100.0
B_C12_source_C345_target,test,1193,2,112.5
B_C12_source_C345_target,test,2,1,25.0
B_C12_source_C345_target,test,1367,3,75.0
B_C12_source_C345_target,test,815,0,125.0
B_C12_source_C345_target,test,513,0,37.5
B_C12_source_C345_target,test,1605,3,225.0
B_C12_source_C345_target,test,785,0,112.5
B_C12_source_C345_target,test,851,2,12.5
B_C12_source_C345_target,test,479,0,25.0
B_C12_source_C345_target,test,126,1,100.0
B_C12_source_C345_target,test,360,1,225.0
B_C12_source_C345_target,test,704,0,87.5
B_C12_source_C345_target,test,437,0,12.5
B_C12_source_C345_target,test,1151,2,100.0
B_C12_source_C345_target,test,563,0,50.0
B_C12_source_C345_target,test,1208,2,112.5
B_C12_source_C345_target,test,1212,2,112.5
